date,precipitation,temp_max,temp_min,wind,weather,cycle,Drizzle,Rain,Sun,Snow,Fog
11/18/14,0,7.2,-0.5,0.9,sun,11/18/90,#N/A,#N/A,7.2,#N/A,#N/A
11/19/14,0,11.1,2.2,1.9,sun,11/19/90,#N/A,#N/A,11.1,#N/A,#N/A
11/20/14,3.6,11.1,5.6,2.1,rain,11/20/90,#N/A,11.1,#N/A,#N/A,#N/A
11/21/14,15.2,11.1,8.3,4.7,rain,11/21/90,#N/A,11.1,#N/A,#N/A,#N/A
11/22/14,0.5,9.4,6.7,4.7,rain,11/22/90,#N/A,9.4,#N/A,#N/A,#N/A
11/23/14,11.9,12.8,5.6,5.1,rain,11/23/90,#N/A,12.8,#N/A,#N/A,#N/A
11/24/14,1.3,11.7,4.4,3.8,rain,11/24/90,#N/A,11.7,#N/A,#N/A,#N/A
11/25/14,18.3,13.9,9.4,4.5,rain,11/25/90,#N/A,13.9,#N/A,#N/A,#N/A
11/26/14,0.3,15,12.2,3.9,rain,11/26/90,#N/A,15,#N/A,#N/A,#N/A
11/27/14,3.3,14.4,11.7,6.6,rain,11/27/90,#N/A,14.4,#N/A,#N/A,#N/A
11/28/14,34.3,12.8,3.3,5.8,rain,11/28/90,#N/A,12.8,#N/A,#N/A,#N/A
11/29/14,3.6,4.4,-4.3,5.3,snow,11/29/90,#N/A,#N/A,#N/A,4.4,#N/A
11/30/14,0,2.8,-4.9,4.4,sun,11/30/90,#N/A,#N/A,2.8,#N/A,#N/A
12/1/14,0,4.4,-3.2,2.2,sun,12/1/90,#N/A,#N/A,4.4,#N/A,#N/A
12/2/14,0,5.6,-3.2,5.7,fog,12/2/90,#N/A,#N/A,#N/A,#N/A,5.6
12/3/14,0,10,0,3.6,sun,12/3/90,#N/A,#N/A,10,#N/A,#N/A
12/4/14,0.8,8.3,3.9,1.1,rain,12/4/90,#N/A,8.3,#N/A,#N/A,#N/A
12/5/14,3,12.8,6.7,3.1,rain,12/5/90,#N/A,12.8,#N/A,#N/A,#N/A
12/6/14,7.4,11.7,7.8,3.6,rain,12/6/90,#N/A,11.7,#N/A,#N/A,#N/A
12/7/14,0,14.4,6.1,2.8,sun,12/7/90,#N/A,#N/A,14.4,#N/A,#N/A
12/8/14,9.1,14.4,8.9,4.2,rain,12/8/90,#N/A,14.4,#N/A,#N/A,#N/A
12/9/14,9.9,16.1,10.6,5.1,rain,12/9/90,#N/A,16.1,#N/A,#N/A,#N/A
12/10/14,13,18.9,10,6.7,rain,12/10/90,#N/A,18.9,#N/A,#N/A,#N/A
12/11/14,6.9,14.4,8.3,6.4,rain,12/11/90,#N/A,14.4,#N/A,#N/A,#N/A
12/12/14,0,11.1,7.2,3.7,sun,12/12/90,#N/A,#N/A,11.1,#N/A,#N/A
12/13/14,0,10,3.9,1.1,fog,12/13/90,#N/A,#N/A,#N/A,#N/A,10
12/14/14,0,12.8,1.7,3.5,fog,12/14/90,#N/A,#N/A,#N/A,#N/A,12.8
12/15/14,0,12.2,6.7,5.9,sun,12/15/90,#N/A,#N/A,12.2,#N/A,#N/A
12/16/14,0,10,8.3,4,sun,12/16/90,#N/A,#N/A,10,#N/A,#N/A
12/17/14,2.8,8.9,6.1,1.6,rain,12/17/90,#N/A,8.9,#N/A,#N/A,#N/A
12/18/14,13,9.4,6.7,3.1,rain,12/18/90,#N/A,9.4,#N/A,#N/A,#N/A
12/19/14,3,11.1,7.2,4.3,rain,12/19/90,#N/A,11.1,#N/A,#N/A,#N/A
12/20/14,19.6,12.8,6.7,5.5,rain,12/20/90,#N/A,12.8,#N/A,#N/A,#N/A
12/21/14,0,12.8,10,5.2,sun,12/21/90,#N/A,#N/A,12.8,#N/A,#N/A
12/22/14,0,10.6,6.1,1.5,sun,12/22/90,#N/A,#N/A,10.6,#N/A,#N/A
12/23/14,20.6,12.2,5,3.8,rain,12/23/90,#N/A,12.2,#N/A,#N/A,#N/A
12/24/14,5.3,7.2,3.9,1.8,rain,12/24/90,#N/A,7.2,#N/A,#N/A,#N/A
12/25/14,0,7.8,2.8,2.2,fog,12/25/90,#N/A,#N/A,#N/A,#N/A,7.8
12/26/14,0,5.6,1.7,1.2,fog,12/26/90,#N/A,#N/A,#N/A,#N/A,5.6
12/27/14,3.3,9.4,4.4,4.9,rain,12/27/90,#N/A,9.4,#N/A,#N/A,#N/A
12/28/14,4.1,6.7,2.8,1.8,rain,12/28/90,#N/A,6.7,#N/A,#N/A,#N/A
12/29/14,0,6.1,0.6,4.3,fog,12/29/90,#N/A,#N/A,#N/A,#N/A,6.1
12/30/14,0,3.3,-2.1,3.6,sun,12/30/90,#N/A,#N/A,3.3,#N/A,#N/A
12/31/14,0,3.3,-2.7,3,sun,12/31/90,#N/A,#N/A,3.3,#N/A,#N/A
1/1/15,0,5.6,-3.2,1.2,sun,1/1/90,#N/A,#N/A,5.6,#N/A,#N/A
1/2/15,1.5,5.6,0,2.3,rain,1/2/90,#N/A,5.6,#N/A,#N/A,#N/A
1/3/15,0,5,1.7,1.7,fog,1/3/90,#N/A,#N/A,#N/A,#N/A,5
1/4/15,10.2,10.6,3.3,4.5,rain,1/4/90,#N/A,10.6,#N/A,#N/A,#N/A
1/5/15,8.1,12.2,9.4,6.4,rain,1/5/90,#N/A,12.2,#N/A,#N/A,#N/A
1/6/15,0,12.2,6.1,1.3,fog,1/6/90,#N/A,#N/A,#N/A,#N/A,12.2
1/7/15,0,7.8,5.6,1.6,fog,1/7/90,#N/A,#N/A,#N/A,#N/A,7.8
1/8/15,0,7.8,1.7,2.6,fog,1/8/90,#N/A,#N/A,#N/A,#N/A,7.8
1/9/15,0.3,10,3.3,0.6,rain,1/9/90,#N/A,10,#N/A,#N/A,#N/A
1/10/15,5.8,7.8,6.1,0.5,rain,1/10/90,#N/A,7.8,#N/A,#N/A,#N/A
1/11/15,1.5,9.4,7.2,1.1,rain,1/11/90,#N/A,9.4,#N/A,#N/A,#N/A
1/12/15,0,11.1,4.4,1.6,fog,1/12/90,#N/A,#N/A,#N/A,#N/A,11.1
1/13/15,0,9.4,2.8,2.7,fog,1/13/90,#N/A,#N/A,#N/A,#N/A,9.4
1/14/15,0,6.1,0.6,2.8,fog,1/14/90,#N/A,#N/A,#N/A,#N/A,6.1
1/15/15,9.7,7.8,1.1,3.2,rain,1/15/90,#N/A,7.8,#N/A,#N/A,#N/A
1/16/15,0,11.7,5.6,4.5,fog,1/16/90,#N/A,#N/A,#N/A,#N/A,11.7
1/17/15,26.2,13.3,3.3,2.8,rain,1/17/90,#N/A,13.3,#N/A,#N/A,#N/A
1/18/15,21.3,13.9,7.2,6.6,rain,1/18/90,#N/A,13.9,#N/A,#N/A,#N/A
1/19/15,0.5,10,6.1,2.8,rain,1/19/90,#N/A,10,#N/A,#N/A,#N/A
1/20/15,0,10,3.3,3,fog,1/20/90,#N/A,#N/A,#N/A,#N/A,10
1/21/15,0,7.2,-0.5,1.3,fog,1/21/90,#N/A,#N/A,#N/A,#N/A,7.2
1/22/15,0.8,9.4,6.1,1.3,rain,1/22/90,#N/A,9.4,#N/A,#N/A,#N/A
1/23/15,5.8,12.2,8.3,2.6,rain,1/23/90,#N/A,12.2,#N/A,#N/A,#N/A
1/24/15,0.5,14.4,11.1,3.3,rain,1/24/90,#N/A,14.4,#N/A,#N/A,#N/A
1/25/15,0,17.2,7.2,1.4,fog,1/25/90,#N/A,#N/A,#N/A,#N/A,17.2
1/26/15,0,16.1,6.1,2.2,fog,1/26/90,#N/A,#N/A,#N/A,#N/A,16.1
1/27/15,0.8,11.1,8.3,2,rain,1/27/90,#N/A,11.1,#N/A,#N/A,#N/A
1/28/15,0,12.2,5,1.8,fog,1/28/90,#N/A,#N/A,#N/A,#N/A,12.2
1/29/15,0,12.2,3.3,2.9,sun,1/29/90,#N/A,#N/A,12.2,#N/A,#N/A
1/30/15,0,8.3,1.1,0.8,fog,1/30/90,#N/A,#N/A,#N/A,#N/A,8.3
1/31/15,0,7.2,3.3,1.9,fog,1/31/90,#N/A,#N/A,#N/A,#N/A,7.2
2/1/15,1.5,9.4,4.4,2.6,rain,2/1/90,#N/A,9.4,#N/A,#N/A,#N/A
2/2/15,7.4,11.1,5,4,rain,2/2/90,#N/A,11.1,#N/A,#N/A,#N/A
2/3/15,1.3,10,5.6,1.9,rain,2/3/90,#N/A,10,#N/A,#N/A,#N/A
2/4/15,8.4,10.6,4.4,1.7,rain,2/4/90,#N/A,10.6,#N/A,#N/A,#N/A
2/5/15,26.2,13.3,8.3,4.6,rain,2/5/90,#N/A,13.3,#N/A,#N/A,#N/A
2/6/15,17.3,14.4,10,4.5,rain,2/6/90,#N/A,14.4,#N/A,#N/A,#N/A
2/7/15,23.6,12.2,9.4,4.6,rain,2/7/90,#N/A,12.2,#N/A,#N/A,#N/A
2/8/15,3.6,15,8.3,3.9,rain,2/8/90,#N/A,15,#N/A,#N/A,#N/A
2/9/15,6.1,13.3,8.3,2.5,rain,2/9/90,#N/A,13.3,#N/A,#N/A,#N/A
2/10/15,0.3,12.8,8.3,4,rain,2/10/90,#N/A,12.8,#N/A,#N/A,#N/A
2/11/15,0,12.8,5.6,1,fog,2/11/90,#N/A,#N/A,#N/A,#N/A,12.8
2/12/15,1,16.7,9.4,2.1,rain,2/12/90,#N/A,16.7,#N/A,#N/A,#N/A
2/13/15,0,15.6,6.7,1.7,fog,2/13/90,#N/A,#N/A,#N/A,#N/A,15.6
2/14/15,0.3,14.4,6.7,2.9,rain,2/14/90,#N/A,14.4,#N/A,#N/A,#N/A
2/15/15,0,12.2,3.9,4.8,sun,2/15/90,#N/A,#N/A,12.2,#N/A,#N/A
2/16/15,0,15,5.6,6.6,fog,2/16/90,#N/A,#N/A,#N/A,#N/A,15
2/17/15,0,16.1,4.4,4,sun,2/17/90,#N/A,#N/A,16.1,#N/A,#N/A
2/18/15,0,12.2,4.4,2.6,sun,2/18/90,#N/A,#N/A,12.2,#N/A,#N/A
2/19/15,4.6,10.6,8.3,2.2,rain,2/19/90,#N/A,10.6,#N/A,#N/A,#N/A
2/20/15,0.8,11.1,7.2,0.9,rain,2/20/90,#N/A,11.1,#N/A,#N/A,#N/A
2/21/15,0,12.2,5.6,4.5,sun,2/21/90,#N/A,#N/A,12.2,#N/A,#N/A
2/22/15,0,11.7,3.3,4.2,sun,2/22/90,#N/A,#N/A,11.7,#N/A,#N/A
2/23/15,0,12.8,0.6,1.4,sun,2/23/90,#N/A,#N/A,12.8,#N/A,#N/A
2/24/15,0,11.1,2.2,1.5,sun,2/24/90,#N/A,#N/A,11.1,#N/A,#N/A
2/25/15,4.1,10,6.7,1,rain,2/25/90,#N/A,10,#N/A,#N/A,#N/A
2/26/15,9.4,11.7,7.8,1.4,rain,2/26/90,#N/A,11.7,#N/A,#N/A,#N/A
2/27/15,18.3,10,6.7,4,rain,2/27/90,#N/A,10,#N/A,#N/A,#N/A
2/28/15,0,12.2,3.3,5.1,sun,2/28/90,#N/A,#N/A,12.2,#N/A,#N/A
3/1/15,0,11.1,1.1,2.2,sun,3/1/90,#N/A,#N/A,11.1,#N/A,#N/A
3/2/15,0,11.1,4.4,4.8,sun,3/2/90,#N/A,#N/A,11.1,#N/A,#N/A
3/3/15,0,10.6,0,2.1,sun,3/3/90,#N/A,#N/A,10.6,#N/A,#N/A
3/4/15,0,12.8,-0.5,1.8,sun,3/4/90,#N/A,#N/A,12.8,#N/A,#N/A
3/5/15,0,13.3,2.8,1.3,sun,3/5/90,#N/A,#N/A,13.3,#N/A,#N/A
3/6/15,0,15,3.3,1.4,sun,3/6/90,#N/A,#N/A,15,#N/A,#N/A
3/7/15,0,16.7,3.9,2.7,fog,3/7/90,#N/A,#N/A,#N/A,#N/A,16.7
3/8/15,0,17.2,3.9,1.7,fog,3/8/90,#N/A,#N/A,#N/A,#N/A,17.2
3/9/15,0,14.4,4.4,1.8,fog,3/9/90,#N/A,#N/A,#N/A,#N/A,14.4
3/10/15,0.8,13.3,5,2.6,rain,3/10/90,#N/A,13.3,#N/A,#N/A,#N/A
3/11/15,2.5,14.4,8.9,3.1,rain,3/11/90,#N/A,14.4,#N/A,#N/A,#N/A
3/12/15,0,17.8,9.4,3.2,sun,3/12/90,#N/A,#N/A,17.8,#N/A,#N/A
3/13/15,2,17.2,7.8,2.2,rain,3/13/90,#N/A,17.2,#N/A,#N/A,#N/A
3/14/15,17,13.9,9.4,3.8,rain,3/14/90,#N/A,13.9,#N/A,#N/A,#N/A
3/15/15,55.9,10.6,6.1,4.2,rain,3/15/90,#N/A,10.6,#N/A,#N/A,#N/A
3/16/15,1,13.9,6.1,3,rain,3/16/90,#N/A,13.9,#N/A,#N/A,#N/A
3/17/15,0.8,13.3,4.4,2.6,rain,3/17/90,#N/A,13.3,#N/A,#N/A,#N/A
3/18/15,0,15.6,7.2,2.5,sun,3/18/90,#N/A,#N/A,15.6,#N/A,#N/A
3/19/15,0,15.6,8.3,1.9,sun,3/19/90,#N/A,#N/A,15.6,#N/A,#N/A
3/20/15,4.1,13.9,8.9,1.9,rain,3/20/90,#N/A,13.9,#N/A,#N/A,#N/A
3/21/15,3.8,13.3,8.3,4.7,rain,3/21/90,#N/A,13.3,#N/A,#N/A,#N/A
3/22/15,1,11.7,6.1,2.3,rain,3/22/90,#N/A,11.7,#N/A,#N/A,#N/A
3/23/15,8.1,11.1,5.6,2.8,rain,3/23/90,#N/A,11.1,#N/A,#N/A,#N/A
3/24/15,7.6,12.8,6.1,3.9,rain,3/24/90,#N/A,12.8,#N/A,#N/A,#N/A
3/25/15,5.1,14.4,7.2,4.4,rain,3/25/90,#N/A,14.4,#N/A,#N/A,#N/A
3/26/15,0,20.6,10,2.2,sun,3/26/90,#N/A,#N/A,20.6,#N/A,#N/A
3/27/15,1,18.3,8.9,4,rain,3/27/90,#N/A,18.3,#N/A,#N/A,#N/A
3/28/15,0,15.6,9.4,5.7,sun,3/28/90,#N/A,#N/A,15.6,#N/A,#N/A
3/29/15,0,15.6,8.9,3,sun,3/29/90,#N/A,#N/A,15.6,#N/A,#N/A
3/30/15,1.8,17.8,10.6,2.9,rain,3/30/90,#N/A,17.8,#N/A,#N/A,#N/A
3/31/15,1,12.8,6.1,4.2,rain,3/31/90,#N/A,12.8,#N/A,#N/A,#N/A
4/1/15,5.1,12.8,5.6,3.2,rain,4/1/90,#N/A,12.8,#N/A,#N/A,#N/A
4/2/15,0,13.3,5.6,2.4,sun,4/2/90,#N/A,#N/A,13.3,#N/A,#N/A
4/3/15,1.5,11.1,5,3.6,rain,4/3/90,#N/A,11.1,#N/A,#N/A,#N/A
4/4/15,0,12.8,3.9,1.7,sun,4/4/90,#N/A,#N/A,12.8,#N/A,#N/A
4/5/15,0,16.7,2.8,2.4,sun,4/5/90,#N/A,#N/A,16.7,#N/A,#N/A
4/6/15,1,13.9,6.7,3.5,rain,4/6/90,#N/A,13.9,#N/A,#N/A,#N/A
4/7/15,0.5,14.4,6.7,3.9,rain,4/7/90,#N/A,14.4,#N/A,#N/A,#N/A
4/8/15,0,17.2,6.1,1.7,sun,4/8/90,#N/A,#N/A,17.2,#N/A,#N/A
4/9/15,0,17.2,6.1,2.3,sun,4/9/90,#N/A,#N/A,17.2,#N/A,#N/A
4/10/15,10.9,13.9,7.8,4.6,rain,4/10/90,#N/A,13.9,#N/A,#N/A,#N/A
4/11/15,0,11.7,5.6,6.5,sun,4/11/90,#N/A,#N/A,11.7,#N/A,#N/A
4/12/15,0,13.3,5.6,3.6,sun,4/12/90,#N/A,#N/A,13.3,#N/A,#N/A
4/13/15,14,11.7,3.9,3.6,rain,4/13/90,#N/A,11.7,#N/A,#N/A,#N/A
4/14/15,3.3,11.7,2.8,3.3,rain,4/14/90,#N/A,11.7,#N/A,#N/A,#N/A
4/15/15,0,13.9,3.3,2.4,sun,4/15/90,#N/A,#N/A,13.9,#N/A,#N/A
4/16/15,0,17.8,3.9,3.1,sun,4/16/90,#N/A,#N/A,17.8,#N/A,#N/A
4/17/15,0,18.9,6.1,3.6,sun,4/17/90,#N/A,#N/A,18.9,#N/A,#N/A
4/18/15,0,18.9,8.3,3.9,sun,4/18/90,#N/A,#N/A,18.9,#N/A,#N/A
4/19/15,0,21.1,8.3,3.6,sun,4/19/90,#N/A,#N/A,21.1,#N/A,#N/A
4/20/15,0,22.8,7.8,2.6,sun,4/20/90,#N/A,#N/A,22.8,#N/A,#N/A
4/21/15,5.6,17.2,6.7,3.4,rain,4/21/90,#N/A,17.2,#N/A,#N/A,#N/A
4/22/15,0,15.6,5,2.3,sun,4/22/90,#N/A,#N/A,15.6,#N/A,#N/A
4/23/15,3,12.2,6.7,4.1,rain,4/23/90,#N/A,12.2,#N/A,#N/A,#N/A
4/24/15,3.3,12.2,6.1,5,rain,4/24/90,#N/A,12.2,#N/A,#N/A,#N/A
4/25/15,1.3,13.3,5.6,3,rain,4/25/90,#N/A,13.3,#N/A,#N/A,#N/A
4/26/15,0,15.6,4.4,2.7,fog,4/26/90,#N/A,#N/A,#N/A,#N/A,15.6
4/27/15,0.3,25,10.6,2.3,rain,4/27/90,#N/A,25,#N/A,#N/A,#N/A
4/28/15,1.8,15.6,8.9,4.3,rain,4/28/90,#N/A,15.6,#N/A,#N/A,#N/A
4/29/15,0,16.1,7.2,4.7,sun,4/29/90,#N/A,#N/A,16.1,#N/A,#N/A
4/30/15,0,17.2,7.8,2.1,sun,4/30/90,#N/A,#N/A,17.2,#N/A,#N/A
5/1/15,0,18.3,8.9,3.7,sun,5/1/90,#N/A,#N/A,18.3,#N/A,#N/A
5/2/15,0,18.3,7.8,3.7,sun,5/2/90,#N/A,#N/A,18.3,#N/A,#N/A
5/3/15,0,20.6,7.8,2.6,sun,5/3/90,#N/A,#N/A,20.6,#N/A,#N/A
5/4/15,0,17.2,7.2,5.2,sun,5/4/90,#N/A,#N/A,17.2,#N/A,#N/A
5/5/15,6.1,14.4,7.2,5.1,rain,5/5/90,#N/A,14.4,#N/A,#N/A,#N/A
5/6/15,0,16.7,7.2,2.6,fog,5/6/90,#N/A,#N/A,#N/A,#N/A,16.7
5/7/15,0,20.6,6.1,3,sun,5/7/90,#N/A,#N/A,20.6,#N/A,#N/A
5/8/15,0,23.9,8.3,3,sun,5/8/90,#N/A,#N/A,23.9,#N/A,#N/A
5/9/15,0,26.7,9.4,2.6,sun,5/9/90,#N/A,#N/A,26.7,#N/A,#N/A
5/10/15,0,19.4,11.1,2.8,sun,5/10/90,#N/A,#N/A,19.4,#N/A,#N/A
5/11/15,0,13.9,10,2.5,fog,5/11/90,#N/A,#N/A,#N/A,#N/A,13.9
5/12/15,4.3,15.6,10.6,3.3,rain,5/12/90,#N/A,15.6,#N/A,#N/A,#N/A
5/13/15,4.1,12.2,10,2.8,rain,5/13/90,#N/A,12.2,#N/A,#N/A,#N/A
5/14/15,0.3,17.8,9.4,2,rain,5/14/90,#N/A,17.8,#N/A,#N/A,#N/A
5/15/15,0,20,9.4,2.8,fog,5/15/90,#N/A,#N/A,#N/A,#N/A,20
5/16/15,0,15.6,11.1,3,sun,5/16/90,#N/A,#N/A,15.6,#N/A,#N/A
5/17/15,0,19.4,10.6,2.1,sun,5/17/90,#N/A,#N/A,19.4,#N/A,#N/A
5/18/15,0,25.6,12.2,3,sun,5/18/90,#N/A,#N/A,25.6,#N/A,#N/A
5/19/15,0,21.7,11.7,2.6,sun,5/19/90,#N/A,#N/A,21.7,#N/A,#N/A
5/20/15,0,23.3,10.6,1.8,fog,5/20/90,#N/A,#N/A,#N/A,#N/A,23.3
5/21/15,0,25.6,11.7,2.1,sun,5/21/90,#N/A,#N/A,25.6,#N/A,#N/A
5/22/15,0,16.7,11.7,3.7,sun,5/22/90,#N/A,#N/A,16.7,#N/A,#N/A
5/23/15,0,16.1,11.7,2.6,sun,5/23/90,#N/A,#N/A,16.1,#N/A,#N/A
5/24/15,0,17.8,11.1,2.7,sun,5/24/90,#N/A,#N/A,17.8,#N/A,#N/A
5/25/15,0,15.6,11.1,2.7,sun,5/25/90,#N/A,#N/A,15.6,#N/A,#N/A
5/26/15,0,21.7,11.7,2.1,sun,5/26/90,#N/A,#N/A,21.7,#N/A,#N/A
5/27/15,0,24.4,11.7,1.8,sun,5/27/90,#N/A,#N/A,24.4,#N/A,#N/A
5/28/15,0,27.8,12.2,2.1,sun,5/28/90,#N/A,#N/A,27.8,#N/A,#N/A
5/29/15,0,26.1,12.8,2.5,sun,5/29/90,#N/A,#N/A,26.1,#N/A,#N/A
5/30/15,0,22.8,10,2.5,sun,5/30/90,#N/A,#N/A,22.8,#N/A,#N/A
5/31/15,0,25,11.7,2.2,sun,5/31/90,#N/A,#N/A,25,#N/A,#N/A
6/1/15,4.6,16.1,11.7,3.4,rain,6/1/90,#N/A,16.1,#N/A,#N/A,#N/A
6/2/15,0.5,17.8,12.8,5,rain,6/2/90,#N/A,17.8,#N/A,#N/A,#N/A
6/3/15,0,20,11.7,3,sun,6/3/90,#N/A,#N/A,20,#N/A,#N/A
6/4/15,0,22.8,11.7,3.9,sun,6/4/90,#N/A,#N/A,22.8,#N/A,#N/A
6/5/15,0,26.7,12.8,4.3,sun,6/5/90,#N/A,#N/A,26.7,#N/A,#N/A
6/6/15,0,29.4,13.3,2.6,sun,6/6/90,#N/A,#N/A,29.4,#N/A,#N/A
6/7/15,0,31.1,15.6,3.2,sun,6/7/90,#N/A,#N/A,31.1,#N/A,#N/A
6/8/15,0,30.6,14.4,3.5,sun,6/8/90,#N/A,#N/A,30.6,#N/A,#N/A
6/9/15,0,28.9,14.4,2.7,sun,6/9/90,#N/A,#N/A,28.9,#N/A,#N/A
6/10/15,0,25.6,11.1,3,sun,6/10/90,#N/A,#N/A,25.6,#N/A,#N/A
6/11/15,0,24.4,11.1,3.5,sun,6/11/90,#N/A,#N/A,24.4,#N/A,#N/A
6/12/15,0,20,11.7,2.3,sun,6/12/90,#N/A,#N/A,20,#N/A,#N/A
6/13/15,0,23.9,9.4,2.6,sun,6/13/90,#N/A,#N/A,23.9,#N/A,#N/A
6/14/15,0,27.8,11.7,3.7,sun,6/14/90,#N/A,#N/A,27.8,#N/A,#N/A
6/15/15,0,30,16.1,3.5,drizzle,6/15/90,30,#N/A,#N/A,#N/A,#N/A
6/16/15,0,22.8,11.1,3,sun,6/16/90,#N/A,#N/A,22.8,#N/A,#N/A
6/17/15,0,25,11.1,3.1,sun,6/17/90,#N/A,#N/A,25,#N/A,#N/A
6/18/15,0,24.4,13.9,3,sun,6/18/90,#N/A,#N/A,24.4,#N/A,#N/A
6/19/15,0.5,23.9,13.3,3.2,rain,6/19/90,#N/A,23.9,#N/A,#N/A,#N/A
6/20/15,0,25,12.8,4.3,sun,6/20/90,#N/A,#N/A,25,#N/A,#N/A
6/21/15,0,25.6,13.9,3.4,sun,6/21/90,#N/A,#N/A,25.6,#N/A,#N/A
6/22/15,0,25,12.8,2.4,sun,6/22/90,#N/A,#N/A,25,#N/A,#N/A
6/23/15,0,26.1,11.7,2.4,sun,6/23/90,#N/A,#N/A,26.1,#N/A,#N/A
6/24/15,0,25.6,16.1,2.6,sun,6/24/90,#N/A,#N/A,25.6,#N/A,#N/A
6/25/15,0,30.6,15.6,3,sun,6/25/90,#N/A,#N/A,30.6,#N/A,#N/A
6/26/15,0,31.7,17.8,4.7,sun,6/26/90,#N/A,#N/A,31.7,#N/A,#N/A
6/27/15,0,33.3,17.2,3.9,sun,6/27/90,#N/A,#N/A,33.3,#N/A,#N/A
6/28/15,0.3,28.3,18.3,2.1,rain,6/28/90,#N/A,28.3,#N/A,#N/A,#N/A
6/29/15,0,28.9,17.2,2.7,sun,6/29/90,#N/A,#N/A,28.9,#N/A,#N/A
6/30/15,0,30.6,15,3.4,fog,6/30/90,#N/A,#N/A,#N/A,#N/A,30.6
7/1/15,0,32.2,17.2,4.3,sun,7/1/90,#N/A,#N/A,32.2,#N/A,#N/A
7/2/15,0,33.9,17.8,3.4,sun,7/2/90,#N/A,#N/A,33.9,#N/A,#N/A
7/3/15,0,33.3,17.8,2.6,sun,7/3/90,#N/A,#N/A,33.3,#N/A,#N/A
7/4/15,0,33.3,15,2.9,sun,7/4/90,#N/A,#N/A,33.3,#N/A,#N/A
7/5/15,0,32.8,16.7,2.1,sun,7/5/90,#N/A,#N/A,32.8,#N/A,#N/A
7/6/15,0,29.4,15.6,3.2,drizzle,7/6/90,29.4,#N/A,#N/A,#N/A,#N/A
7/7/15,0,27.2,13.9,2.4,sun,7/7/90,#N/A,#N/A,27.2,#N/A,#N/A
7/8/15,0,30,14.4,1.9,drizzle,7/8/90,30,#N/A,#N/A,#N/A,#N/A
7/9/15,0,28.9,14.4,3.4,sun,7/9/90,#N/A,#N/A,28.9,#N/A,#N/A
7/10/15,0,21.1,16.7,3.7,sun,7/10/90,#N/A,#N/A,21.1,#N/A,#N/A
7/11/15,0,22.2,16.7,3,sun,7/11/90,#N/A,#N/A,22.2,#N/A,#N/A
7/12/15,0,26.1,16.7,2.2,sun,7/12/90,#N/A,#N/A,26.1,#N/A,#N/A
7/13/15,0,25.6,16.1,3.1,sun,7/13/90,#N/A,#N/A,25.6,#N/A,#N/A
7/14/15,0,27.8,16.1,3.3,sun,7/14/90,#N/A,#N/A,27.8,#N/A,#N/A
7/15/15,0,26.1,14.4,3.2,sun,7/15/90,#N/A,#N/A,26.1,#N/A,#N/A
7/16/15,0,26.1,15,2.8,sun,7/16/90,#N/A,#N/A,26.1,#N/A,#N/A
7/17/15,0,27.8,13.9,3.3,sun,7/17/90,#N/A,#N/A,27.8,#N/A,#N/A
7/18/15,0,33.3,17.8,3.4,sun,7/18/90,#N/A,#N/A,33.3,#N/A,#N/A
7/19/15,0,35,17.2,3.3,sun,7/19/90,#N/A,#N/A,35,#N/A,#N/A
7/20/15,0,26.7,16.7,3.9,sun,7/20/90,#N/A,#N/A,26.7,#N/A,#N/A
7/21/15,0,23.9,15,2.4,sun,7/21/90,#N/A,#N/A,23.9,#N/A,#N/A
7/22/15,0,23.9,13.9,2.8,sun,7/22/90,#N/A,#N/A,23.9,#N/A,#N/A
7/23/15,0,26.1,14.4,1.9,sun,7/23/90,#N/A,#N/A,26.1,#N/A,#N/A
7/24/15,0.3,22.8,13.3,3.8,rain,7/24/90,#N/A,22.8,#N/A,#N/A,#N/A
7/25/15,0,21.1,14.4,2.4,fog,7/25/90,#N/A,#N/A,#N/A,#N/A,21.1
7/26/15,2,22.2,13.9,2.6,rain,7/26/90,#N/A,22.2,#N/A,#N/A,#N/A
7/27/15,0,23.3,12.2,1.9,fog,7/27/90,#N/A,#N/A,#N/A,#N/A,23.3
7/28/15,0,27.8,13.9,3.4,sun,7/28/90,#N/A,#N/A,27.8,#N/A,#N/A
7/29/15,0,32.2,14.4,3.8,sun,7/29/90,#N/A,#N/A,32.2,#N/A,#N/A
7/30/15,0,34.4,17.2,3.5,sun,7/30/90,#N/A,#N/A,34.4,#N/A,#N/A
7/31/15,0,34.4,17.8,2.6,sun,7/31/90,#N/A,#N/A,34.4,#N/A,#N/A
8/1/15,0,33.3,15.6,3.1,sun,8/1/90,#N/A,#N/A,33.3,#N/A,#N/A
8/2/15,0,30.6,16.1,2,sun,8/2/90,#N/A,#N/A,30.6,#N/A,#N/A
8/3/15,0,28.3,17.2,2.3,sun,8/3/90,#N/A,#N/A,28.3,#N/A,#N/A
8/4/15,0,26.1,14.4,2.6,fog,8/4/90,#N/A,#N/A,#N/A,#N/A,26.1
8/5/15,0,23.3,12.2,3.5,sun,8/5/90,#N/A,#N/A,23.3,#N/A,#N/A
8/6/15,0,25,15,2.9,sun,8/6/90,#N/A,#N/A,25,#N/A,#N/A
8/7/15,0,28.3,15.6,3.7,sun,8/7/90,#N/A,#N/A,28.3,#N/A,#N/A
